"Date: 2026-06-29+0000"
"Version: 7.2"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId","projectKind"
"Lists","Book Topics","David Allens Mindsweep","TEXT","","","N","","","","","0","0","2026-04-22T00:27:27+0000","","1099510906880","Asia/Calcutta","false","false","General","-1","kanban","1","","NOTE"
"Lists","Book Topics","Oxford modern English Grammar","NOTE","","","N","","","","","0","0","2026-04-30T20:11:53+0000","","1099510972416","Asia/Kolkata","false","false","Now Reading","-131073","kanban","2","","NOTE"
"Lists","Book Topics","hostage negotiation ","NOTE","","","N","","","","","0","0","2026-04-30T02:58:07+0000","","1099511037952","Asia/Kolkata","false","false","General","-1","kanban","3","","NOTE"
"Lists","Book Topics","noam chomsky","TEXT","","","N","","","","","0","0","2026-04-24T11:44:28+0000","","1099511103488","Asia/Calcutta","false","false","General","-1","kanban","4","","NOTE"
"Lists","Book Topics","Hit makers how things become popular","TEXT","","","N","","","","","0","0","2026-04-26T19:10:12+0000","","1099511169024","Asia/Calcutta","false","false","General","-1","kanban","5","","NOTE"
"Lists","Book Topics","Technique for producing ideas","TEXT","","","N","","","","","0","0","2026-04-26T19:09:36+0000","","1099511234560","Asia/Calcutta","false","false","General","-1","kanban","6","","NOTE"
"Lists","Book Topics","100 ways to kill a teacher ","NOTE","","","N","","","","","0","0","2026-04-28T17:04:25+0000","","1099511300096","Asia/Calcutta","false","false","General","-1","kanban","7","","NOTE"
"Lists","Book Topics","either or","NOTE","","","N","","","","","0","0","2026-04-25T21:59:10+0000","","1099511431168","Asia/Calcutta","false","false","Top Interests","-65537","kanban","8","","NOTE"
"Lists","Book Topics","Laws of software engineering","NOTE","","","N","","","","","0","0","2026-04-21T23:51:57+0000","","1099511562240","Asia/Calcutta","false","false","Top Interests","-65537","kanban","9","","NOTE"
"Lists","Book Topics","Rotary engine","NOTE","","
","N","","","","","0","0","2026-03-14T00:04:53+0000","","2199023255552","Asia/Calcutta","false","false","General","-1","kanban","10","","NOTE"
"Lists","Book Topics","the pearl","NOTE","","
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""180"" cy=""100"" r=""2.5"" fill=""#E04B35"">
      <animate attributeName=""opacity""
               values=""0.3;1;0.3""
               dur=""2.4s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""335"" cy=""102"" r=""2.5"" fill=""#F5F5F7"">
      <animate attributeName=""opacity""
               values=""1;0.2;1""
               dur=""1.7s""
               repeatCount=""indefinite""/>
    </circle>

  </g>

</svg>
```

[QUIZ_Q] Which person can best be called a **Sophisticate**?

[QUIZ_A1] A person with refined manners, classy taste and cultured behavior [CORRECT]

[QUIZ_A2] Someone who enjoys destroying furniture

[QUIZ_A3] A person who hates art, books and elegance

[QUIZ_A4] Someone who never learned social manners

[QUIZ_EXP] A1 correct hai kyunki **Sophisticate** ek refined, cultured aur classy person ko describe karta hai. A2 destructive behavior hai, A3 sophistication ke opposite hai, aur A4 uncultured behavior show karta hai.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T15:55:17+0000","-14293651161088","Asia/Calcutta",,"false",,,"list","78","","TASK"
"","Notes","- [ ] Leisure","TEXT","","[WORD] Leisure

[PHONETIC] lee-zher

[DEFINITION] Free time jahan koi stress, work ya pressure na ho aur insaan relax ya enjoy kar raha ho.

[NARRATIVE] Imagine ek aadmi hammock pe pada hua hai, sunglasses pehne hue, coconut water pee raha hai. Koi usko kaam ke liye bulaata hai. Woh bina hile bolta hai: “Nah bro, I’m in lazy-sure mode.” Lazy relaxed enjoyment = Leisure.

[STORY] Sunday morning thi aur Dex finally ek hectic week ke baad free tha.

Usne phone silent pe daala, laptop band kiya aur beach resort chala gaya.

Wahan usne ek hammock pe sunglasses pehenkar chill karna start kiya. Side mein soft music chal raha tha aur hawa slowly trees ko move kar rahi thi.

Ek waiter uske paas coconut drink lekar aaya.

Dex peacefully sip lete hue sea ko dekhne laga.

Tabhi Kritika ka call aaya:

“Bro, presentation complete hui kya?”

Dex hansa aur bola:

“Aaj koi kaam nahi. Full **Leisure** mode.”

Kuch der baad Naeema aur Dipti bhi beach pe aa gaye. Sab log bas relax kar rahe the, random baatein kar rahe the aur sunset enjoy kar rahe the.

Kisi ko hurry nahi thi.

Kisi ko stress nahi tha.

That complete relaxed free time feeling = **Leisure**.

[USAGE]

[Free time enjoy karna | ""He spends his leisure reading books.""]

[Relaxed holiday mood describe karna | ""We traveled in leisure during the weekend.""]

[Stress-free relaxing activity ke liye | ""Painting is her favorite leisure activity.""]

[Kaam se free peaceful time describe karna | ""After exams, they finally had leisure time.""]

[Luxury relaxation ya chill atmosphere ke liye | ""The resort was designed for leisure and comfort.""]

[LEVEL] 1

[SVG]

```svg
<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""48""
        text-anchor=""middle""
        font-size=""30""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    Lazy-Sure = Leisure
  </text>

  <text x=""256""
        y=""82""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Relaxed free time with no stress
  </text>

  <!-- Beach Background -->
  <rect x=""0""
        y=""120""
        width=""512""
        height=""180""
        fill=""#0F0F11""/>

  <!-- Sea -->
  <rect x=""0""
        y=""240""
        width=""512""
        height=""90""
        fill=""#3A1D1A""/>

  <!-- Sand -->
  <rect x=""0""
        y=""330""
        width=""512""
        height=""182""
        fill=""#1C1C1E""/>

  <!-- Sun -->
  <g>

    <circle cx=""430""
            cy=""160""
            r=""38""
            fill=""#E04B35"">

      <animate attributeName=""r""
               values=""38;42;38""
               dur=""3s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""430""
            cy=""160""
            r=""55""
            fill=""#E04B35""
            opacity=""0.15"">

      <animate attributeName=""opacity""
               values=""0.1;0.25;0.1""
               dur=""3s""
               repeatCount=""indefinite""/>
    </circle>

  </g>

  <!-- Hammock -->
  <g>

    <rect x=""90""
          y=""200""
          width=""18""
          height=""180""
          fill=""#8E8E93""/>

    <rect x=""390""
          y=""200""
          width=""18""
          height=""180""
          fill=""#8E8E93""/>

    <circle cx=""100""
            cy=""180""
            r=""40""
            fill=""#E04B35""
            opacity=""0.8""/>

    <circle cx=""400""
            cy=""180""
            r=""40""
            fill=""#E04B35""
            opacity=""0.8""/>

    <path d=""M108 255 Q256 330 390 255""
          stroke=""#F5F5F7""
          stroke-width=""4""
          fill=""none""/>

    <path d=""M130 265 Q256 345 368 265""
          stroke=""#E04B35""
          stroke-width=""12""
          fill=""none""
          stroke-linecap=""round""/>

  </g>

  <!-- Relaxed Person -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""rotate""
      values=""-2 256 290;2 256 290;-2 256 290""
      dur=""4s""
      repeatCount=""indefinite""/>

    <circle cx=""245""
            cy=""265""
            r=""20""
            fill=""#F5F5F7""/>

    <rect x=""232""
          y=""258""
          width=""10""
          height=""6""
          rx=""2""
          fill=""#0A0A0A""/>

    <rect x=""247""
          y=""258""
          width=""10""
          height=""6""
          rx=""2""
          fill=""#0A0A0A""/>

    <line x1=""242""
          y1=""261""
          x2=""247""
          y2=""261""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M238 276 Q245 282 252 276""
          stroke=""#0A0A0A""
          stroke-width=""2""
          fill=""none""/>

    <line x1=""260""
          y1=""285""
          x2=""305""
          y2=""310""
          stroke=""#F5F5F7""
          stroke-width=""6""/>

    <line x1=""275""
          y1=""295""
          x2=""315""
          y2=""280""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""270""
          y1=""295""
          x2=""240""
          y2=""320""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""305""
          y1=""310""
          x2=""345""
          y2=""325""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""300""
          y1=""312""
          x2=""335""
          y2=""345""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

  </g>

  <!-- Coconut Drink -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""translate""
      values=""0 0;0 -3;0 0""
      dur=""2s""
      repeatCount=""indefinite""/>

    <ellipse cx=""340""
             cy=""270""
             rx=""18""
             ry=""20""
             fill=""#8E8E93""/>

    <line x1=""340""
          y1=""250""
          x2=""350""
          y2=""225""
          stroke=""#F5F5F7""
          stroke-width=""3""/>

  </g>

  <!-- Floating Chill Text -->
  <text x=""256""
        y=""430""
        text-anchor=""middle""
        font-size=""28""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    FULL LEISURE MODE

    <animate attributeName=""opacity""
             values=""0.4;1;0.4""
             dur=""2.5s""
             repeatCount=""indefinite""/>
  </text>

  <!-- Sparkles -->
  <g>

    <circle cx=""70"" cy=""140"" r=""3"" fill=""#F5F5F7"">
      <animate attributeName=""opacity""
               values=""0.2;1;0.2""
               dur=""2s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""180"" cy=""120"" r=""4"" fill=""#E04B35"">
      <animate attributeName=""opacity""
               values=""1;0.3;1""
               dur=""1.8s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""340"" cy=""110"" r=""2.5"" fill=""#F5F5F7"">
      <animate attributeName=""opacity""
               values=""0.3;1;0.3""
               dur=""2.4s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""455"" cy=""240"" r=""3"" fill=""#F5F5F7"">
      <animate attributeName=""opacity""
               values=""1;0.2;1""
               dur=""1.7s""
               repeatCount=""indefinite""/>
    </circle>

  </g>

</svg>
```

[QUIZ_Q] Which situation best represents **Leisure**?

[QUIZ_A1] Relaxing peacefully on a vacation with no work stress [CORRECT]

[QUIZ_A2] Running late for an important exam

[QUIZ_A3] Fighting during a traffic jam

[QUIZ_A4] Working nonstop for 18 hours

[QUIZ_EXP] A1 correct hai kyunki **Leisure** ka matlab hota hai relaxed free time without pressure or stress. Baaki options stressful ya hectic situations hain, jo leisure ke opposite hain.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T15:58:13+0000","-13194139533312","Asia/Calcutta",,"false",,,"list","79","","TASK"
"","Notes","- [ ] Vile","TEXT","","[WORD] Vile

[PHONETIC] vyl

[DEFINITION] Bahut disgusting, evil, morally rotten ya hateful cheez/person.

[NARRATIVE] Imagine ek aadmi itna disgusting aur evil behave karta hai ki log usko dekhkar literally vomit jaisa feel karte hain. Woh weak logon ko bully karta hai aur creepy smile deta rehta hai. Dex disgust se bolta hai: “Bro… that’s vile.” Vomit-feeling + evil smile = Vile.

[STORY] Zane school ke canteen mein lunch kar raha tha jab usne ek disturbing scene dekha.

Ek senior student intentionally ek younger kid ka food floor par gira raha tha aur uspar loudly laugh kar raha tha.

Poor kid almost ro raha tha.

Lekin woh bully aur bhi creepy smile de raha tha jaise usko maza aa raha ho.

Dex ko itna disgust feel hua ki uska appetite hi chala gaya.

Dipti slowly boli, “That behavior is absolutely **Vile**.”

Situation aur bhi worse tab ho gayi jab bully ne stray dog ko bhi kick karne ki koshish ki.

Naeema gusse mein uske paas gayi aur loudly boli:

“You are a **Vile** person.”

Canteen suddenly silent ho gaya.

Sabko clearly samajh aa gaya ki “Vile” sirf bad nahi hota — it means morally disgusting and hateful.

[USAGE]

[Disgusting behavior describe karna | ""The bully made a vile comment.""]

[Evil ya cruel person ko describe karna | ""Everyone avoided the vile criminal.""]

[Bad smell ya filthy thing describe karna | ""A vile smell came from the garbage.""]

[Morally rotten actions ke liye | ""The scam was a vile act of betrayal.""]

[Extreme disgust show karna | ""People were shocked by his vile behavior.""]

[LEVEL] 2

[SVG]

```svg
<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""46""
        text-anchor=""middle""
        font-size=""30""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    Vomit Smile = Vile
  </text>

  <text x=""256""
        y=""80""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Evil, disgusting, morally rotten
  </text>

  <!-- Background -->
  <rect x=""55""
        y=""110""
        width=""402""
        height=""340""
        rx=""24""
        fill=""#1C1C1E""/>

  <!-- Dirty Floor -->
  <rect x=""55""
        y=""345""
        width=""402""
        height=""105""
        fill=""#0F0F11""/>

  <!-- Evil Guy -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""translate""
      values=""0 0;0 -4;0 0""
      dur=""2s""
      repeatCount=""indefinite""/>

    <circle cx=""270""
            cy=""180""
            r=""34""
            fill=""#F5F5F7""/>

    <path d=""M235 176
             Q270 120 305 176""
          fill=""#8E8E93""/>

    <ellipse cx=""257""
             cy=""178""
             rx=""6""
             ry=""4""
             fill=""#E04B35""/>

    <ellipse cx=""283""
             cy=""178""
             rx=""6""
             ry=""4""
             fill=""#E04B35""/>

    <path d=""M248 205
             Q270 228 292 205""
          stroke=""#E04B35""
          stroke-width=""4""
          fill=""none"">

      <animate attributeName=""d""
               values=""
               M248 205 Q270 228 292 205;
               M245 205 Q270 236 295 205;
               M248 205 Q270 228 292 205""
               dur=""1.5s""
               repeatCount=""indefinite""/>
    </path>

    <path d=""M270 220
             L220 360
             L320 360 Z""
          fill=""#8E8E93""/>

  </g>

  <!-- Vomiting Person -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""rotate""
      values=""-4 125 330;2 125 330;-4 125 330""
      dur=""1.2s""
      repeatCount=""indefinite""/>

    <circle cx=""125""
            cy=""320""
            r=""24""
            fill=""#F5F5F7""/>

    <path d=""M114 313 L120 319""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M120 313 L114 319""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M128 313 L134 319""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M134 313 L128 319""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <ellipse cx=""125""
             cy=""332""
             rx=""6""
             ry=""7""
             fill=""#0A0A0A""/>

    <!-- REAL VOMIT -->
    <path d=""M125 338
             Q95 360 110 410""
          stroke=""#E04B35""
          stroke-width=""10""
          fill=""none""
          stroke-linecap=""round"">

      <animate attributeName=""d""
               values=""
               M125 338 Q95 360 110 410;
               M125 338 Q80 370 120 420;
               M125 338 Q95 360 110 410""
               dur=""0.8s""
               repeatCount=""indefinite""/>
    </path>

    <!-- Vomit Splashes -->
    <circle cx=""103""
            cy=""392""
            r=""5""
            fill=""#E04B35"">

      <animate attributeName=""cy""
               values=""392;398;392""
               dur=""0.8s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""118""
            cy=""406""
            r=""4""
            fill=""#E04B35"">

      <animate attributeName=""cy""
               values=""406;414;406""
               dur=""0.9s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""92""
            cy=""405""
            r=""3""
            fill=""#E04B35"">

      <animate attributeName=""cy""
               values=""405;412;405""
               dur=""0.7s""
               repeatCount=""indefinite""/>
    </circle>

  </g>

  <!-- Toxic Smoke -->
  <g opacity=""0.2"">

    <circle cx=""215""
            cy=""125""
            r=""22""
            fill=""#E04B35"">

      <animate attributeName=""r""
               values=""22;32;22""
               dur=""2.2s""
               repeatCount=""indefinite""/>
    </circle>

    <circle cx=""325""
            cy=""140""
            r=""26""
            fill=""#E04B35"">

      <animate attributeName=""r""
               values=""26;36;26""
               dur=""2.5s""
               repeatCount=""indefinite""/>
    </circle>

  </g>

  <!-- Big VILE Text -->
  <text x=""256""
        y=""418""
        text-anchor=""middle""
        font-size=""38""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    VILE

    <animate attributeName=""opacity""
             values=""0.5;1;0.5""
             dur=""1.5s""
             repeatCount=""indefinite""/>
  </text>

</svg>
```

[QUIZ_Q] Which sentence best uses **Vile** correctly?

[QUIZ_A1] ""The criminal's vile actions disgusted everyone."" [CORRECT]

[QUIZ_A2] ""She wore a vile diamond necklace to the wedding.""

[QUIZ_A3] ""Vile means peaceful and relaxing.""

[QUIZ_A4] ""He viled happily across the garden.""

[QUIZ_EXP] A1 correct hai kyunki **Vile** ka matlab hota hai morally disgusting, hateful ya evil. Criminal ke disgusting actions perfectly fit karte hain. A2 luxury context hai, A3 wrong meaning deta hai, aur A4 grammatically incorrect hai.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:01:30+0000","-12094627905536","Asia/Calcutta",,"false",,,"list","80","","TASK"
"","Notes","- [ ] Excruciating","TEXT","","[WORD] Excruciating

[PHONETIC] ik-skroo-shee-ay-ting

[DEFINITION] Itna intense painful ya unbearable ki insaan almost scream ya collapse kar de.

[NARRATIVE] Imagine ek boxer ko itni painfully strong punches pad rahe hain ki woh floor pe girkar pain mein scream karne lagta hai. Dex shock hokar bolta hai: “Bro that pain is EXTRA CRUEL!” Extra cruel pain = Excruciating.

[STORY] Aarav boxing practice ke liye gym gaya tha. Starting mein sab normal tha, lekin sparring round unexpectedly aggressive ho gaya.

Opponent ne ek heavy punch directly Aarav ke ribs par maara.

Aarav instantly peeche stumble hua.

Usko laga jaise chest ke andar kuch crack ho gaya ho.

Pain itna sharp tha ki woh properly breathe bhi nahi kar paa raha tha.

Coach immediately uske paas bhaaga.

Aarav ground par baithkar teeth clench karte hue bola:

“This is absolutely **Excruciating**…”

Har small movement unbearable lag raha tha.

Jab doctor ne ribs check ki, even light touch se Aarav pain mein hiss karne laga.

Dex quietly bola, “That doesn’t look normal pain. That looks **Excruciating**.”

Agle kuch din Aarav properly sleep bhi nahi kar paaya because every turn caused intense pain.

Tab usko samajh aaya ki **Excruciating** sirf painful nahi hota — it means unbearable extreme pain.

[USAGE]

[Extreme physical pain describe karna | ""He suffered excruciating back pain.""]

[Terrible injury ya wound ke liye | ""The broken bone caused excruciating pain.""]

[Emotionally unbearable situation ke liye | ""Waiting for the results was excruciating.""]

[Intense medical pain describe karna | ""She experienced excruciating headaches.""]

[Very painful physical experience ke liye | ""The boxer collapsed in excruciating pain.""]

[LEVEL] 3

[SVG]

```svg
<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""46""
        text-anchor=""middle""
        font-size=""28""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    Extra Cruel = Excruciating
  </text>

  <text x=""256""
        y=""80""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Extremely painful and unbearable
  </text>

  <!-- Boxing Ring -->
  <rect x=""55""
        y=""120""
        width=""402""
        height=""320""
        rx=""24""
        fill=""#1C1C1E""/>

  <!-- Ring Ropes -->
  <line x1=""70"" y1=""180""
        x2=""442"" y2=""180""
        stroke=""#E04B35""
        stroke-width=""5""/>

  <line x1=""70"" y1=""240""
        x2=""442"" y2=""240""
        stroke=""#E04B35""
        stroke-width=""5""/>

  <line x1=""70"" y1=""300""
        x2=""442"" y2=""300""
        stroke=""#E04B35""
        stroke-width=""5""/>

  <!-- Boxer Punching -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""translate""
      values=""0 0;5 0;0 0""
      dur=""0.5s""
      repeatCount=""indefinite""/>

    <circle cx=""340""
            cy=""200""
            r=""28""
            fill=""#F5F5F7""/>

    <path d=""M328 195 L336 191""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M344 191 L352 195""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M340 230
             L300 360
             L380 360 Z""
          fill=""#8E8E93""/>

    <line x1=""325""
          y1=""255""
          x2=""240""
          y2=""220""
          stroke=""#F5F5F7""
          stroke-width=""10""
          stroke-linecap=""round"">

      <animate attributeName=""x2""
               values=""240;215;240""
               dur=""0.5s""
               repeatCount=""indefinite""/>
    </line>

    <circle cx=""220""
            cy=""220""
            r=""18""
            fill=""#E04B35"">

      <animate attributeName=""cx""
               values=""220;195;220""
               dur=""0.5s""
               repeatCount=""indefinite""/>
    </circle>

  </g>

  <!-- Hurt Person -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""rotate""
      values=""-5 170 310;4 170 310;-5 170 310""
      dur=""0.8s""
      repeatCount=""indefinite""/>

    <circle cx=""170""
            cy=""235""
            r=""30""
            fill=""#F5F5F7""/>

    <path d=""M155 228 L163 236""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M163 228 L155 236""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M177 228 L185 236""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M185 228 L177 236""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <ellipse cx=""170""
             cy=""252""
             rx=""8""
             ry=""12""
             fill=""#E04B35"">

      <animate attributeName=""ry""
               values=""12;16;12""
               dur=""0.7s""
               repeatCount=""indefinite""/>
    </ellipse>

    <ellipse cx=""145""
             cy=""245""
             rx=""4""
             ry=""8""
             fill=""#F5F5F7""
             opacity=""0.7"">

      <animate attributeName=""cy""
               values=""245;255;245""
               dur=""1s""
               repeatCount=""indefinite""/>
    </ellipse>

    <path d=""M170 270
             L120 390
             L220 390 Z""
          fill=""#F5F5F7""/>

    <line x1=""145""
          y1=""310""
          x2=""105""
          y2=""335""
          stroke=""#F5F5F7""
          stroke-width=""8""/>

    <line x1=""195""
          y1=""310""
          x2=""230""
          y2=""345""
          stroke=""#F5F5F7""
          stroke-width=""8""/>

  </g>

  <!-- Impact Burst -->
  <g>

    <circle cx=""205""
            cy=""220""
            r=""14""
            fill=""#E04B35""
            opacity=""0.8"">

      <animate attributeName=""r""
               values=""14;28;14""
               dur=""0.5s""
               repeatCount=""indefinite""/>
    </circle>

    <line x1=""205"" y1=""180"" x2=""205"" y2=""155""
          stroke=""#E04B35""
          stroke-width=""3""/>

    <line x1=""205"" y1=""260"" x2=""205"" y2=""285""
          stroke=""#E04B35""
          stroke-width=""3""/>

    <line x1=""165"" y1=""220"" x2=""140"" y2=""220""
          stroke=""#E04B35""
          stroke-width=""3""/>

    <line x1=""245"" y1=""220"" x2=""270"" y2=""220""
          stroke=""#E04B35""
          stroke-width=""3""/>

  </g>

  <!-- Floating Pain Text -->
  <text x=""256""
        y=""420""
        text-anchor=""middle""
        font-size=""34""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    EXCRUCIATING!

    <animate attributeName=""opacity""
             values=""0.5;1;0.5""
             dur=""1.2s""
             repeatCount=""indefinite""/>
  </text>

</svg>
```

[QUIZ_Q] Which sentence best uses **Excruciating** correctly?

[QUIZ_A1] ""The patient screamed in excruciating pain after the injury."" [CORRECT]

[QUIZ_A2] ""She wore an excruciating necklace to the party.""

[QUIZ_A3] ""Excruciating means calm and peaceful.""

[QUIZ_A4] ""He excruciated quickly to school.""

[QUIZ_EXP] A1 correct hai kyunki **Excruciating** ka meaning hota hai extremely intense and unbearable pain. Injury ke baad scream karna perfectly fit karta hai. A2 wrong context hai, A3 opposite meaning deta hai, aur A4 grammatically incorrect hai.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:06:06+0000","-10995116277760","Asia/Calcutta",,"false",,,"list","81","","TASK"
"","Notes","- [ ] Xenophobic","TEXT","","[WORD] Xenophobic

[PHONETIC] zee-noh-foh-bik

[DEFINITION] Foreigners ya outsiders ke toward irrational fear, hatred ya dislike rakhna.

[NARRATIVE] Imagine ek foreigner named Zeno ek new colony mein shift hota hai. Uske blonde hair hain, foreign accent hai aur woh clearly outsider lagta hai. Colony ke kuch log bina reason usse suspiciously treat karne lagte hain aur whisper karte hain: “Foreigner lag raha hai… trust mat karo.” Dex quietly bolta hai: “Bro… these people are xenophobic.”

[STORY]

Dravin apne cousin ke wedding function ke liye Goa gaya tha. Resort mein different countries ke tourists bhi rukhe hue the.

Ek evening buffet ke time ek German tourist couple nearby table par quietly dinner kar raha tha.

Lekin kuch local guests unko weird looks dene lage.

Ek aadmi loudly bolne laga:

“Yeh foreigners hamesha problem create karte hain.”

Dusra bina reason complain karne laga ki outsiders ko yahan allow hi nahi karna chahiye.

Tourist couple clearly uncomfortable feel karne laga even though woh peacefully apna dinner kar rahe the.

Naeema ko yeh behavior bilkul unfair laga.

Usne calmly bola:

“Sirf kisi ka foreign hona usko dangerous nahi bana deta. Yeh bahut **Xenophobic** behavior hai.”

Baad mein Dravin ne tourists se baat ki aur pata chala ki woh dono actually Indian culture aur local food explore karne aaye the.

Woh Hindi ke kuch words bhi seekhne ki koshish kar rahe the.

Tab nearby kuch logon ko realize hua ki unhone bas assumptions bana liye the.

Dravin ne socha ki kabhi kabhi log unknown outsiders se bina reason fear ya dislike feel karte hain, aur wahi **Xenophobic** mindset hota hai.

[USAGE]

[Foreigners ko unfairly judge karna | ""Calling all immigrants dangerous is xenophobic.""]

[Outsiders ke against fear show karna | ""The crowd became xenophobic during the protest.""]

[Discriminatory comments describe karna | ""The actor apologized for his xenophobic remarks.""]

[Foreign cultures ko hate karna | ""The article criticized xenophobic attitudes online.""]

[Tourists ya immigrants ko unfairly distrust karna | ""Refusing service only because someone is foreign is xenophobic.""]

[LEVEL] 3

[SVG]

<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""46""
        text-anchor=""middle""
        font-size=""28""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    Zeno + Phobic = Xenophobic
  </text>

  <text x=""256""
        y=""80""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Fear or dislike of foreigners
  </text>

  <!-- Colony Background -->
  <rect x=""55""
        y=""115""
        width=""402""
        height=""325""
        rx=""22""
        fill=""#1C1C1E""/>

  <!-- Houses -->
  <rect x=""85""
        y=""170""
        width=""80""
        height=""70""
        fill=""#8E8E93""/>

  <polygon points=""75,170 125,130 175,170""
           fill=""#E04B35""/>

  <rect x=""345""
        y=""170""
        width=""80""
        height=""70""
        fill=""#8E8E93""/>

  <polygon points=""335,170 385,130 435,170""
           fill=""#E04B35""/>

  <!-- Zeno (Foreigner) -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""translate""
      values=""0 0;0 -5;0 0""
      dur=""2.5s""
      repeatCount=""indefinite""/>

    <!-- Backpack -->
    <rect x=""215""
          y=""245""
          width=""18""
          height=""42""
          rx=""6""
          fill=""#E04B35""/>

    <!-- Head -->
    <circle cx=""256""
            cy=""205""
            r=""28""
            fill=""#F5F5F7""/>

    <!-- Blonde Hair -->
    <path d=""M228 198
             Q256 150 284 198""
          fill=""#E04B35""/>

    <!-- Friendly Eyes -->
